TAG,Time,Value
B,13640,128
R,13642,24128
B,13645,225
I,13647,40221
B,13650,256
R,13652,24240
B,13654,75
I,13657,39765
B,13659,134
R,13661,24304
B,13664,278
I,13666,40155
B,13668,161
R,13671,24100
B,13673,75
I,13676,39920
B,13678,266
R,13680,24404
B,13683,212
I,13685,40046
B,13687,132
R,13690,24052
B,13692,75
I,13695,40148
B,13697,344
R,13699,24391
B,13702,115
I,13704,39885
B,13706,130
R,13709,24184
B,13711,202
I,13713,40285
B,13716,275
R,13718,24281
B,13721,73
I,13723,39831
B,13725,132
R,13728,24329
B,13730,287
I,13732,40164
B,13735,178
R,13737,24161
B,13740,75
I,13742,39907
B,13744,249
R,13747,24394
B,13749,218
I,13751,40115
B,13754,136
R,13756,24044
B,13758,74
I,13761,40093
B,13763,350
R,13766,24416
B,13768,131
I,13770,39937
B,13773,126
R,13775,24131
B,13777,176
I,13780,40290
B,13782,280
R,13785,24268
B,13787,75
I,13789,39863
B,13792,126
R,13794,24282
B,13796,282
I,13799,40222
B,13801,196
R,13803,24169
B,13806,75
I,13808,39947
B,13811,218
R,13813,24425
B,13815,234
I,13818,40123
B,13820,130
R,13822,24051
