TAG,Time,Value
I,33240,58248
B,33242,202
R,33244,37776
B,33247,80
I,33249,58088
B,33251,176
R,33254,37807
B,33256,159
I,33259,58257
B,33261,179
R,33263,37743
B,33266,84
I,33268,58135
B,33270,208
R,33273,37877
B,33275,128
I,33278,58196
B,33280,160
R,33282,37670
B,33285,80
I,33287,58210
B,33289,243
R,33292,37832
B,33294,95
I,33296,58180
B,33299,166
R,33301,37707
B,33304,124
I,33306,58310
B,33308,212
R,33311,37810
B,33313,80
I,33315,58103
B,33318,166
R,33320,37773
B,33323,156
I,33325,58330
B,33327,182
R,33330,37768
B,33332,87
I,33334,58132
B,33337,196
R,33339,37841
B,33341,135
I,33344,58242
B,33346,165
R,33349,37687
B,33351,82
I,33353,58207
B,33356,238
R,33358,37826
B,33360,99
I,33363,58233
B,33365,159
R,33367,37758
B,33370,119
I,33372,58329
B,33375,228
R,33377,37834
B,33379,85
I,33382,58114
B,33384,170
R,33386,37774
B,33389,157
I,33391,58301
B,33394,186
