,TAG,Value,Time
787,I,43804,1084
788,B,0,1085
789,R,35737,1086
790,B,0,1087
791,I,43875,1088
792,B,0,1089
793,R,35846,1090
794,B,0,1091
795,I,43814,1092
796,B,0,1093
797,R,35779,1094
798,B,0,1095
799,I,43910,1095
800,B,0,1097
801,R,35788,1097
802,B,0,1098
803,I,43804,1099
804,B,0,1100
805,R,35750,1101
806,B,0,1102
807,I,43833,1103
808,B,0,1104
809,R,35772,1105
810,B,0,1106
811,I,43817,1107
812,B,0,1108
813,R,35859,1109
814,B,0,1110
815,I,43856,1111
816,B,0,1112
817,R,35804,1112
818,B,0,1114
819,I,43824,1114
820,B,0,1115
821,R,35763,1116
822,B,0,1117
823,I,43910,1118
824,B,0,1119
825,R,35817,1120
826,B,0,1121
827,I,43852,1122
828,B,0,1123
829,R,35811,1124
830,B,0,1125
831,I,43865,1126
832,B,0,1127
833,R,35843,1128
834,B,0,1129
835,I,43888,1129
836,B,0,1131
837,R,35856,1131
838,B,0,1132
839,I,43926,1133
840,B,0,1134
841,R,35811,1135
842,B,0,1136
843,I,43881,1137
844,B,0,1138
845,R,35843,1139
846,B,0,1140
847,I,43868,1141
848,B,0,1142
849,R,35808,1143
850,B,0,1144
851,I,43878,1145
852,B,0,1146
853,R,35865,1146
854,B,0,1148
855,I,43936,1148
856,B,0,1149
857,R,35833,1150
858,B,0,1151
859,I,43936,1152
860,B,0,1153
861,R,35872,1154
862,B,0,1155
863,I,43836,1156
864,B,0,1157
865,R,35820,1158
866,B,0,1159
867,I,43948,1160
868,B,0,1161
869,R,35820,1161
870,B,0,1163
871,I,43923,1163
872,B,0,1164
873,R,35814,1165
874,B,0,1166
875,I,43875,1167
876,B,0,1168
877,R,35705,1169
878,B,0,1170
879,I,43910,1171
880,B,0,1172
881,R,35817,1173
882,B,0,1174
883,I,43897,1175
884,B,0,1176
885,R,35833,1177
886,B,0,1178
887,I,43948,1178
888,B,0,1180
889,R,35840,1180
890,B,0,1181
891,I,43939,1182
892,B,0,1183
893,R,35811,1184
894,B,0,1185
895,I,43936,1186
896,B,0,1187
897,R,35888,1188
898,B,0,1189
899,I,43932,1190
900,B,0,1191
901,R,35811,1192
902,B,0,1193
903,I,43916,1194
904,B,0,1195
905,R,35852,1195
906,B,0,1197
907,I,43926,1197
908,B,0,1198
909,R,35779,1199
910,B,0,1200
911,I,43913,1201
912,B,0,1202
913,R,35785,1203
914,B,0,1204
915,I,43878,1205
916,B,0,1206
917,R,35747,1207
918,B,0,1208
919,I,43942,1209
920,B,0,1210
921,R,35747,1211
922,B,0,1212
923,I,43936,1212
924,B,0,1214
925,R,35686,1214
926,B,0,1215
927,I,43907,1216
928,B,0,1217
929,R,35740,1218
930,B,0,1219
931,I,43932,1220
932,B,0,1221
933,R,35737,1222
934,B,0,1223
935,I,43952,1224
936,B,0,1225
937,R,35734,1226
938,B,0,1227
939,I,43984,1227
940,B,0,1229
941,R,35676,1229
942,B,0,1230
943,I,43904,1231
944,B,0,1232
945,R,35724,1233
946,B,0,1234
947,I,43971,1235
948,B,0,1236
949,R,35724,1237
950,B,0,1238
951,I,43987,1239
952,B,0,1240
953,R,35715,1241
954,B,0,1242
955,I,43936,1243
956,B,0,1244
957,R,35782,1244
958,B,0,1246
959,I,43843,1246
960,B,0,1247
961,R,35737,1248
962,B,0,1249
963,I,43929,1250
964,B,0,1251
965,R,35763,1252
966,B,0,1253
967,I,43955,1254
968,B,0,1255
969,R,35798,1256
970,B,0,1257
971,I,43977,1258
972,B,0,1259
973,R,35894,1260
974,B,0,1261
975,I,43958,1261
976,B,0,1263
977,R,35724,1263
978,B,0,1264
979,I,43984,1265
980,B,0,1266
981,R,35795,1267
982,B,0,1268
983,I,43952,1269
984,B,0,1270
985,R,35689,1271
986,B,0,1272
987,I,43920,1273
988,B,0,1274
989,R,35881,1275
990,B,0,1276
991,I,43984,1277
992,B,0,1278
993,R,35792,1278
994,B,0,1280
995,I,43888,1280
996,B,0,1281
997,R,35859,1282
998,B,0,1283
999,I,43955,1284
1000,B,0,1285
1001,R,35753,1286
1002,B,0,1287
1003,I,43980,1288
1004,B,0,1289
1005,R,35836,1290
1006,B,0,1291
1007,I,44003,1292
1008,B,0,1293
1009,R,35804,1293
1010,B,0,1295
1011,I,43952,1295
1012,B,0,1296
1013,R,35785,1297
1014,B,0,1298
1015,I,44016,1299
1016,B,0,1300
1017,R,35760,1301
1018,B,0,1302
1019,I,43923,1303
1020,B,0,1304
1021,R,35734,1305
1022,B,0,1306
1023,I,43958,1307
1024,B,0,1308
1025,R,35884,1309
1026,B,0,1310
1027,I,43920,1310
1028,B,0,1312
1029,R,35833,1312
1030,B,0,1313
1031,I,43936,1314
1032,B,0,1315
1033,R,35766,1316
1034,B,0,1317
1035,I,43955,1318
1036,B,0,1319
1037,R,35881,1320
1038,B,0,1321
1039,I,43913,1322
1040,B,0,1323
1041,R,35760,1324
1042,B,0,1325
1043,I,43926,1326
1044,B,0,1327
1045,R,35827,1327
1046,B,0,1329
1047,I,43929,1329
1048,B,0,1330
1049,R,35862,1331
1050,B,0,1332
1051,I,43894,1333
1052,B,0,1334
1053,R,35856,1335
1054,B,0,1336
1055,I,43907,1337
1056,B,0,1338
1057,R,35868,1339
1058,B,0,1340
1059,I,43920,1341
1060,B,0,1342
1061,R,35756,1343
1062,B,0,1344
1063,I,43884,1344
1064,B,0,1346
1065,R,35702,1346
1066,B,0,1347
1067,I,43984,1348
1068,B,0,1349
1069,R,35849,1350
1070,B,0,1351
1071,I,43968,1352
1072,B,0,1353
1073,R,35715,1354
1074,B,0,1355
1075,I,43955,1356
1076,B,0,1357
1077,R,35836,1358
1078,B,0,1359
1079,I,43936,1359
1080,B,0,1361
1081,R,35888,1361
1082,B,0,1362
1083,I,44022,1363
1084,B,0,1364
1085,R,35862,1365
1086,B,0,1366
1087,I,43900,1367
1088,B,0,1368
1089,R,35900,1369
1090,B,0,1370
1091,I,43929,1371
1092,B,0,1372
1093,R,35872,1373
1094,B,0,1374
1095,I,43990,1375
1096,B,0,1376
1097,R,35888,1376
1098,B,0,1378
1099,I,43974,1378
1100,B,0,1379
1101,R,35840,1380
1102,B,0,1381
1103,I,44032,1382
1104,B,0,1383
1105,R,35852,1384
1106,B,0,1385
1107,I,43984,1386
1108,B,0,1387
1109,R,35920,1388
1110,B,0,1389
1111,I,43888,1390
1112,B,0,1391
1113,R,35836,1392
1114,B,0,1393
1115,I,43939,1393
1116,B,0,1395
1117,R,35862,1395
1118,B,0,1396
1119,I,43888,1397
1120,B,0,1398
1121,R,35868,1399
1122,B,0,1400
1123,I,44012,1401
1124,B,0,1402
1125,R,35859,1403
1126,B,0,1404
1127,I,43984,1405
1128,B,0,1406
1129,R,35846,1407
1130,B,0,1408
1131,I,44070,1409
1132,B,0,1410
1133,R,35872,1410
1134,B,0,1412
1135,I,43974,1412
1136,B,0,1413
1137,R,35878,1414
1138,B,0,1415
1139,I,44006,1416
1140,B,0,1417
1141,R,35766,1418
1142,B,0,1419
1143,I,44000,1420
1144,B,0,1421
1145,R,35827,1422
1146,B,0,1423
1147,I,43990,1424
1148,B,0,1425
1149,R,35766,1425
1150,B,0,1427
1151,I,44019,1427
1152,B,0,1428
1153,R,35817,1429
1154,B,0,1430
1155,I,43952,1431
1156,B,0,1432
1157,R,35724,1433
1158,B,0,1434
1159,I,43971,1435
1160,B,0,1436
1161,R,35788,1437
1162,B,0,1438
1163,I,43907,1439
1164,B,0,1440
1165,R,35782,1441
1166,B,0,1442
1167,I,44019,1442
1168,B,0,1444
1169,R,35753,1444
1170,B,0,1445
1171,I,43923,1446
1172,B,0,1447
1173,R,35788,1448
1174,B,0,1449
1175,I,43958,1450
1176,B,0,1451
1177,R,35753,1452
1178,B,0,1453
1179,I,43916,1454
1180,B,0,1455
1181,R,35772,1456
1182,B,0,1457
1183,I,44051,1458
1184,B,0,1459
1185,R,35798,1459
1186,B,0,1461
1187,I,43945,1461
1188,B,0,1462
1189,R,35760,1463
1190,B,0,1464
1191,I,44000,1465
1192,B,0,1466
1193,R,35782,1467
1194,B,0,1468
1195,I,44006,1469
1196,B,0,1470
1197,R,35756,1471
1198,B,0,1472
1199,I,44064,1473
1200,B,0,1474
1201,R,35872,1475
1202,B,0,1476
1203,I,44048,1476
1204,B,0,1478
1205,R,35900,1478
1206,B,0,1479
1207,I,44032,1480
1208,B,0,1481
1209,R,35728,1482
1210,B,0,1483
1211,I,44032,1484
1212,B,0,1485
1213,R,35769,1486
1214,B,0,1487
1215,I,44051,1488
1216,B,0,1489
1217,R,35798,1490
1218,B,0,1491
1219,I,44022,1491
1220,B,0,1493
1221,R,35779,1493
1222,B,0,1494
1223,I,44028,1495
1224,B,0,1496
1225,R,35753,1497
1226,B,0,1498
1227,I,43984,1499
1228,B,0,1500
1229,R,35904,1501
1230,B,0,1502
1231,I,43936,1503
1232,B,0,1504
1233,R,35894,1505
1234,B,0,1506
1235,I,43964,1507
1236,B,0,1508
1237,R,35827,1508
1238,B,0,1510
1239,I,43984,1510
1240,B,0,1511
1241,R,35868,1512
1242,B,0,1513
1243,I,43945,1514
1244,B,0,1515
1245,R,35798,1516
1246,B,0,1517
1247,I,43961,1518
1248,B,0,1519
1249,R,35833,1520
1250,B,0,1521
1251,I,43900,1522
1252,B,0,1523
1253,R,35865,1524
1254,B,0,1525
1255,I,43945,1525
1256,B,0,1527
1257,R,35680,1527
1258,B,0,1528
1259,I,43913,1529
1260,B,0,1530
1261,R,35766,1531
1262,B,0,1532
1263,I,43913,1533
1264,B,0,1534
1265,R,35820,1535
1266,B,0,1536
1267,I,43916,1537
1268,B,0,1538
1269,R,35670,1539
1270,B,0,1540
1271,I,43836,1541
1272,B,0,1542
1273,R,35737,1542
1274,B,0,1544
1275,I,43795,1544
1276,B,0,1545
1277,R,35843,1546
1278,B,0,1547
1279,I,43798,1548
1280,B,0,1549
1281,R,35670,1550
1282,B,0,1551
1283,I,43795,1552
1284,B,0,1553
1285,R,35657,1554
1286,B,0,1555
1287,I,43827,1556
1288,B,0,1557
1289,R,35692,1557
1290,B,0,1559
1291,I,43747,1559
1292,B,0,1560
1293,R,35715,1561
1294,B,0,1562
1295,I,43804,1563
1296,B,0,1564
1297,R,35609,1565
1298,B,0,1566
1299,I,43792,1567
1300,B,0,1568
1301,R,35600,1569
1302,B,0,1570
1303,I,43785,1571
1304,B,0,1572
1305,R,35724,1573
1306,B,0,1574
1307,I,43731,1574
1308,B,0,1576
1309,R,35635,1576
1310,B,0,1577
1311,I,43785,1578
1312,B,0,1579
1313,R,35596,1580
1314,B,0,1581
1315,I,43766,1582
1316,B,0,1583
1317,R,35769,1584
1318,B,0,1585
1319,I,43875,1586
1320,B,0,1587
1321,R,35606,1588
1322,B,0,1589
1323,I,43772,1590
1324,B,0,1591
