TAG,Value,Time
B,19,90197
I,44777,90199
B,4569,90202
R,46771,90204
B,28,90206
I,44748,90208
B,4534,90211
R,46790,90213
B,22,90216
I,44800,90217
B,4569,90220
R,46732,90222
B,12,90225
I,44755,90226
B,4588,90229
R,46755,90231
B,12,90234
I,44739,90235
B,4588,90238
R,46854,90240
B,19,90243
I,44796,90244
B,4572,90247
R,46832,90249
B,19,90252
I,44816,90253
B,4553,90256
R,46793,90258
B,12,90261
I,44876,90262
B,4563,90265
R,46800,90267
B,12,90270
I,44883,90271
B,4566,90274
R,46864,90276
B,19,90279
I,44844,90281
B,4572,90283
R,46854,90285
B,6,90288
I,44883,90289
B,4566,90292
R,46787,90294
B,22,90296
I,44870,90298
B,4563,90301
R,46870,90303
B,22,90305
I,44912,90307
B,4595,90310
R,46886,90312
B,19,90314
I,44870,90316
B,4560,90319
R,46848,90321
B,41,90323
I,44892,90325
B,4550,90328
R,46876,90330
B,12,90333
I,44915,90334
B,4576,90337
R,46816,90339
B,9,90342
I,44905,90343
B,4550,90346
R,46841,90348
B,0,90350
I,44876,90352
B,4454,90355
R,46931,90357
B,12,90359
I,44873,90361
B,4243,90364
R,46864,90366
B,12,90368
I,44886,90370
B,4566,90373
R,46825,90375
B,19,90377
I,44953,90379
B,4585,90382
R,46825,90384
B,0,90386
I,44953,90388
B,4572,90390
R,46825,90393
B,16,90395
I,44912,90397
B,4576,90399
R,46800,90402
B,19,90404
I,44924,90406
B,4576,90408
R,46873,90411
B,19,90413
I,44956,90415
B,4576,90417
R,46886,90420
B,22,90422
I,44976,90424
B,4579,90426
R,46860,90429
B,25,90431
I,44921,90433
B,4566,90435
R,46883,90438
B,19,90440
I,45027,90442
B,4563,90444
R,46880,90447
B,19,90449
I,44992,90451
B,4592,90453
R,46896,90456
B,19,90458
I,44924,90460
B,4566,90463
R,46928,90465
B,19,90467
I,44976,90469
B,4476,90472
R,46972,90474
B,25,90476
I,45001,90478
B,4275,90481
R,46905,90483
B,19,90485
I,45020,90487
B,4579,90490
R,46860,90492
B,28,90494
I,45094,90496
B,4588,90499
R,46918,90501
B,19,90503
I,45094,90505
B,4588,90508
R,46979,90510
B,12,90512
I,45049,90514
B,4579,90517
R,46972,90519
B,16,90521
I,45129,90523
B,4563,90526
R,46950,90528
B,9,90530
I,45110,90532
B,4560,90534
R,46931,90537
B,9,90539
I,45168,90541
B,4576,90543
R,47875,90546
B,22,90548
I,45100,90550
B,4576,90552
R,47008,90555
B,19,90557
I,45100,90559
B,4576,90561
R,47040,90564
B,16,90566
I,45177,90568
B,4566,90570
R,47027,90573
B,12,90575
I,45196,90577
B,4595,90579
R,46982,90582
B,22,90584
I,45164,90586
B,4585,90588
R,47043,90591
B,48,90593
I,45187,90595
B,4601,90597
R,47027,90600
B,16,90602
I,45225,90604
B,4608,90606
R,47046,90609
B,19,90611
I,45219,90613
B,4579,90615
R,47036,90618
B,19,90620
I,45283,90622
B,4576,90624
R,47052,90627
B,12,90629
I,45273,90631
B,4595,90633
R,47036,90636
B,19,90638
I,45254,90640
B,4595,90642
R,47084,90645
B,38,90647
I,45283,90649
B,4611,90651
R,47052,90654
B,19,90656
I,45318,90658
B,4582,90660
R,47014,90663
B,19,90665
I,45257,90667
B,4588,90669
R,47084,90672
B,16,90674
I,45344,90676
B,4620,90678
R,47100,90681
B,16,90683
I,45302,90685
B,4601,90687
R,47104,90690
B,22,90692
I,45238,90694
B,4576,90697
R,47126,90699
B,16,90701
I,45321,90703
B,4505,90706
R,47145,90708
B,16,90710
I,45350,90712
B,4284,90715
R,47062,90717
B,19,90719
I,45366,90721
B,4617,90724
R,47078,90726
B,19,90728
I,45398,90730
B,4611,90733
R,47152,90735
B,12,90737
I,45459,90739
B,4614,90742
R,47152,90744
B,12,90746
I,45353,90748
B,4579,90751
R,47104,90753
B,19,90755
I,45456,90757
B,4582,90760
R,47116,90762
B,19,90764
I,45462,90766
B,4595,90769
R,47097,90771
B,19,90773
I,45440,90775
B,4611,90778
R,47158,90780
B,16,90782
I,45376,90784
B,4624,90787
R,47193,90789
B,22,90791
I,45366,90793
B,4604,90796
R,47180,90798
B,22,90800
I,45420,90802
B,4582,90805
R,47187,90807
B,22,90809
I,45484,90811
B,4604,90814
R,47158,90816
B,25,90818
I,45491,90820
B,4624,90823
R,47177,90825
B,0,90827
I,45465,90829
B,4304,90832
R,47097,90834
B,22,90836
I,45475,90838
B,4617,90841
R,47152,90843
B,12,90845
I,45520,90847
B,4598,90850
R,47228,90852
B,19,90854
I,45513,90856
B,4627,90859
R,47168,90861
B,25,90863
I,45507,90865
B,4588,90868
R,47196,90870
B,19,90872
I,45568,90874
B,4572,90877
R,47216,90879
B,12,90881
I,45590,90883
B,4601,90886
R,47200,90888
B,19,90890
I,45510,90892
B,4585,90895
R,47270,90897
B,22,90899
I,45494,90901
B,4595,90904
R,47241,90906
B,16,90908
I,45488,90910
B,4611,90913
R,47168,90915
B,0,90917
I,45414,90919
B,4649,90921
R,47145,90924
B,19,90926
I,45356,90928
B,4572,90931
R,47062,90933
B,3,90935
I,45225,90937
B,4611,90939
R,46995,90942
B,19,90944
I,45136,90946
B,4627,90948
R,46857,90951
B,16,90953
I,45065,90955
B,4556,90957
R,46764,90960
B,16,90962
I,44924,90964
B,4553,90966
R,46739,90969
B,16,90971
I,44848,90973
B,4576,90975
R,46742,90978
B,16,90980
I,44752,90982
B,4563,90984
R,46774,90987
B,12,90989
I,44716,90991
B,4576,90993
R,46713,90996
B,12,90998
I,44710,91000
B,4544,91002
R,46627,91005
B,6,91007
I,44707,91009
B,4598,91011
R,47507,91014
B,19,91016
I,44643,91018
B,4563,91020
R,46659,91023
B,22,91025
I,44713,91027
B,4601,91029
R,46640,91032
B,25,91034
I,44838,91036
B,4560,91038
R,46681,91041
B,16,91043
I,44755,91045
B,4588,91047
R,46665,91050
B,22,91052
I,44726,91054
B,4563,91056
R,46764,91059
B,22,91061
I,44806,91063
B,4560,91065
R,46656,91068
B,16,91070
I,44880,91072
B,4550,91074
R,46652,91077
B,12,91079
I,44857,91081
B,4576,91083
R,46720,91086
B,19,91088
I,44902,91090
B,4608,91092
R,46739,91095
B,25,91097
I,44819,91099
B,4572,91101
R,46777,91104
B,19,91106
I,44828,91108
B,4556,91110
R,46793,91113
B,22,91115
I,44889,91117
B,4563,91119
R,46748,91122
B,16,91124
I,44940,91126
B,4566,91128
R,46729,91131
B,19,91133
I,44880,91135
B,4572,91137
R,46828,91140
B,19,91142
I,44937,91144
B,4585,91146
R,46844,91149
B,19,91151
I,44944,91153
B,4579,91155
R,46841,91158
B,16,91160
I,44972,91162
B,4563,91165
R,46816,91167
B,16,91169
I,45043,91171
B,4483,91174
R,46793,91176
B,19,91178
I,45004,91180
B,4284,91183
R,46819,91185
B,22,91187
I,45008,91189
B,4585,91192
R,46844,91194
B,16,91196
I,45027,91198
B,4588,91201
R,46848,91203
B,41,91205
I,45011,91207
B,4566,91210
R,46793,91212
B,12,91214
I,44966,91216
B,4572,91219
R,46835,91221
B,16,91223
I,45059,91225
B,4579,91228
R,46857,91230
B,22,91232
I,44995,91234
B,4572,91237
R,46841,91239
B,19,91241
I,44960,91243
B,4598,91246
R,46899,91248
B,19,91250
I,44985,91252
B,4566,91255
R,46860,91257
B,19,91259
I,45027,91261
B,4560,91264
R,46809,91266
B,12,91268
I,45033,91270
B,4576,91273
R,46771,91275
B,19,91277
I,45065,91279
B,4585,91282
R,46835,91284
B,28,91286
I,45078,91288
B,4588,91291
R,46844,91293
B,19,91295
I,45011,91297
B,4579,91300
R,46851,91302
B,22,91304
I,45126,91306
B,4560,91309
R,46761,91311
B,12,91313
I,45091,91315
B,4566,91318
R,46780,91320
B,19,91322
I,45046,91324
B,4611,91327
R,46873,91329
B,19,91331
I,45040,91333
B,4588,91336
R,46886,91338
B,25,91340
I,45024,91342
B,4582,91345
R,46931,91347
B,22,91349
I,45056,91351
B,4566,91354
R,46944,91356
B,12,91358
I,45158,91360
B,4576,91363
R,46886,91365
B,19,91367
I,45171,91369
B,4540,91372
R,46867,91374
B,6,91376
I,45126,91378
B,4588,91381
R,46857,91383
B,22,91385
I,45161,91387
B,4576,91390
R,46899,91392
B,16,91394
I,45209,91396
B,4601,91399
R,46928,91401
B,6,91403
I,45254,91405
B,4489,91408
R,46908,91410
B,19,91412
I,45219,91414
B,4304,91417
R,46921,91419
B,6,91421
I,45222,91423
B,4572,91425
R,46883,91428
B,19,91430
I,45260,91432
B,4595,91434
R,46963,91437
B,12,91439
I,45289,91441
B,4508,91443
R,47030,91446
B,16,91448
I,45212,91450
B,4588,91452
R,47014,91455
B,22,91457
I,45232,91459
B,4585,91461
R,47004,91464
B,38,91466
I,45292,91468
B,4608,91470
R,46953,91473
B,12,91475
I,45328,91477
B,4604,91479
R,46937,91482
B,19,91484
I,45270,91486
B,4611,91488
R,47020,91491
B,16,91493
I,45340,91495
B,4611,91497
R,47059,91500
B,12,91502
I,45363,91504
B,4598,91506
R,47017,91509
B,9,91511
I,45334,91513
B,4598,91515
R,47011,91518
B,9,91520
I,45404,91522
B,4592,91524
R,46960,91526
B,16,91529
I,45411,91531
B,4601,91533
R,47065,91535
B,12,91538
I,45436,91540
B,4582,91542
R,47110,91544
B,22,91547
I,45417,91549
B,4592,91551
R,47059,91553
B,16,91556
I,45388,91558
B,4579,91560
R,47068,91562
B,22,91565
I,45468,91567
B,4588,91569
R,47027,91571
B,16,91574
I,45411,91576
B,4614,91578
R,47052,91581
B,12,91583
I,45395,91585
B,4595,91587
R,47097,91590
B,16,91592
I,45462,91594
B,4614,91596
R,48035,91599
B,38,91601
I,45446,91603
B,4585,91605
R,47094,91608
B,16,91610
I,45475,91612
B,4611,91614
R,47065,91617
B,16,91619
I,45539,91621
B,4624,91623
R,47123,91626
B,9,91628
I,45571,91630
B,4588,91632
R,46988,91634
B,12,91637
I,45523,91639
B,4582,91641
R,47052,91643
B,12,91646
I,45536,91648
B,4614,91650
R,47161,91652
B,16,91655
I,45568,91657
B,4598,91659
R,47164,91661
B,12,91664
I,45539,91666
B,4611,91668
R,47129,91670
B,12,91673
I,45500,91675
B,4588,91677
R,47187,91679
B,19,91682
I,45603,91684
B,4579,91686
R,47110,91688
B,16,91691
I,45536,91693
B,4627,91695
R,47132,91698
B,22,91700
I,45532,91702
B,4620,91704
R,47177,91707
B,19,91709
I,45571,91711
B,4608,91713
R,48064,91716
B,16,91718
I,45587,91720
B,4595,91722
R,47120,91725
B,16,91727
I,45625,91729
B,4611,91731
R,47104,91734
B,16,91736
I,45641,91738
B,4624,91740
R,47123,91743
B,19,91745
I,45536,91747
B,4627,91749
R,47065,91752
B,22,91754
I,45424,91756
B,4608,91758
R,47052,91761
B,12,91763
I,45366,91765
B,4588,91767
R,46892,91770
B,12,91772
I,45232,91774
B,4630,91776
R,46832,91779
B,12,91781
I,45145,91783
B,4563,91785
R,46880,91788
B,19,91790
I,45065,91792
B,4579,91794
R,46860,91797
B,16,91799
I,44912,91801
B,4579,91803
R,46816,91806
B,22,91808
I,44928,91810
B,4550,91812
R,46748,91815
B,22,91817
I,44992,91819
B,4544,91821
R,46652,91824
B,22,91826
I,44953,91828
B,4566,91830
R,46627,91833
B,16,91835
I,44873,91837
B,4588,91839
R,46723,91842
B,19,91844
I,44918,91846
B,4576,91848
R,46732,91851
B,16,91853
I,44956,91855
B,4598,91857
R,46659,91860
B,16,91862
I,44982,91864
B,4553,91867
R,46668,91869
B,22,91871
I,44998,91873
B,4489,91876
R,46745,91878
B,19,91880
I,44956,91882
B,4275,91885
R,46771,91887
B,16,91889
I,44956,91891
B,4576,91894
R,46812,91896
B,12,91898
I,45011,91900
B,4569,91903
R,46873,91905
B,19,91907
I,45040,91909
B,4576,91912
R,46777,91914
B,19,91916
I,45020,91918
B,4585,91921
R,46809,91923
B,38,91925
I,45104,91927
B,4595,91930
R,46796,91932
B,12,91934
I,45072,91936
B,4595,91939
R,46809,91941
B,16,91943
I,45059,91945
B,4595,91948
R,46838,91950
B,16,91952
I,45155,91954
B,4601,91957
R,46796,91959
B,9,91961
I,45145,91963
B,4601,91965
R,46880,91968
B,16,91970
I,45203,91972
B,4569,91974
R,46819,91977
B,19,91979
I,45152,91981
B,4592,91984
R,46822,91986
B,16,91988
I,45235,91990
B,4476,91993
R,46896,91995
B,25,91997
I,45212,91999
B,4259,92002
R,46912,92004
B,16,92006
I,45171,92008
B,4592,92011
R,46944,92013
B,16,92015
I,45193,92017
B,4585,92020
R,47011,92022
B,22,92024
I,45235,92026
B,4592,92029
R,46902,92031
B,28,92033
I,45200,92035
B,4550,92038
R,46931,92040
B,19,92042
I,45241,92044
B,4601,92047
R,46899,92049
B,16,92051
I,45216,92053
B,4579,92056
R,46873,92058
B,19,92060
I,45155,92062
B,4566,92065
R,46886,92067
B,19,92069
I,45225,92071
B,4611,92074
R,46905,92076
B,12,92078
I,45206,92080
B,4576,92083
R,46812,92085
B,12,92087
I,45238,92089
B,4579,92092
R,46867,92094
B,16,92096
I,45254,92098
B,4592,92101
R,46928,92103
B,22,92105
I,45219,92107
B,4595,92110
R,46924,92112
B,22,92114
I,45161,92116
B,4566,92119
R,46940,92121
B,16,92123
I,45244,92125
B,4569,92128
R,46851,92130
B,25,92132
I,45254,92134
B,4588,92137
R,46870,92139
B,19,92141
I,45222,92143
B,4643,92146
R,46912,92148
B,19,92150
I,45228,92152
B,4611,92155
R,46937,92157
B,12,92159
I,45200,92161
B,4588,92164
R,46924,92166
B,16,92168
I,45251,92170
B,4598,92173
R,46924,92175
B,19,92177
I,45347,92179
B,4582,92182
R,46876,92184
B,16,92186
I,45340,92188
B,4601,92191
R,46918,92193
B,12,92195
I,45308,92197
B,4598,92200
R,46988,92202
B,12,92205
I,45340,92206
B,4630,92209
R,46924,92211
B,22,92214
I,45273,92215
B,4569,92218
R,46931,92220
B,6,92223
I,45324,92224
B,4585,92227
R,47004,92229
B,16,92231
I,45308,92233
B,4598,92236
R,47056,92238
B,12,92240
I,45401,92242
B,4572,92245
R,46953,92247
B,19,92249
I,45468,92251
B,4595,92254
R,46969,92256
B,12,92258
I,45379,92260
B,4640,92263
R,46992,92265
B,12,92267
I,45366,92269
B,4563,92272
R,47030,92274
B,19,92276
I,45414,92278
B,4611,92281
R,47049,92283
B,22,92285
I,45459,92287
B,4611,92290
R,47091,92292
B,19,92294
I,45539,92296
B,4592,92299
R,46953,92301
B,22,92303
I,45548,92305
B,4576,92308
R,47043,92310
B,22,92312
I,45513,92314
B,4643,92317
R,47110,92319
B,22,92322
I,45558,92323
B,4611,92326
R,47052,92328
B,16,92331
I,45468,92332
B,4585,92335
R,47036,92337
B,6,92340
I,45488,92341
B,4617,92344
R,47136,92346
B,22,92348
I,45481,92350
B,4566,92353
R,47190,92355
B,16,92357
I,45600,92359
B,4598,92362
R,47097,92364
B,12,92366
I,45622,92368
B,4598,92371
R,47107,92373
B,16,92375
I,45593,92377
B,4630,92380
R,47107,92382
B,19,92384
I,45603,92386
B,4617,92389
R,47126,92391
B,19,92393
I,45587,92395
B,4624,92398
R,47136,92400
B,25,92402
I,45622,92404
B,4608,92407
R,47145,92409
B,0,92411
I,45625,92413
B,4608,92416
R,47161,92418
B,9,92420
I,45699,92422
B,4617,92424
R,47155,92427
B,9,92429
I,45635,92431
B,4569,92433
R,47123,92436
B,16,92438
I,45689,92440
B,4624,92442
R,47174,92445
B,12,92447
I,45577,92449
B,4630,92451
R,47123,92454
B,12,92456
I,45401,92458
B,4614,92460
R,47056,92463
B,12,92465
I,45315,92467
B,4556,92469
R,46892,92472
B,16,92474
I,45289,92476
B,4582,92478
R,46806,92481
B,12,92483
I,45088,92485
B,4588,92487
R,46809,92490
B,16,92492
I,45027,92494
B,4588,92496
R,46748,92499
B,25,92501
I,44953,92503
B,4579,92505
R,46732,92508
B,25,92510
I,44934,92512
B,4592,92514
R,46691,92517
B,6,92519
I,44928,92521
B,4572,92523
R,46675,92526
B,25,92528
I,44924,92530
B,4579,92532
R,47536,92535
B,19,92537
I,44924,92539
B,4579,92541
R,46630,92544
B,16,92546
I,44953,92548
B,4572,92550
R,46688,92553
B,19,92555
I,44988,92557
B,4576,92559
R,46748,92562
B,19,92564
I,44985,92566
B,4582,92568
R,46790,92571
B,16,92573
I,44921,92575
B,4582,92577
R,46822,92580
B,19,92582
I,44976,92584
B,4569,92586
R,46777,92589
B,16,92591
I,45084,92593
B,4560,92595
R,46758,92598
B,12,92600
I,45040,92602
B,4547,92604
R,46800,92607
B,25,92609
I,45068,92611
B,4608,92613
R,46796,92616
B,16,92618
I,45030,92620
B,4576,92622
R,46816,92625
B,25,92627
I,45059,92629
B,4537,92631
R,46764,92634
B,12,92636
I,45158,92638
B,4601,92640
R,46729,92643
B,19,92645
I,45164,92647
B,4582,92649
R,46732,92652
B,19,92654
I,45120,92656
B,4611,92658
R,46864,92661
B,19,92663
I,45158,92665
B,4604,92667
R,46928,92670
B,19,92672
I,45180,92674
B,4598,92676
R,46870,92679
B,19,92681
I,45136,92683
B,4579,92686
R,46883,92688
B,19,92690
I,45232,92692
B,4470,92695
R,46905,92697
B,22,92699
I,45219,92701
B,4310,92704
R,46915,92706
B,25,92708
I,45190,92710
B,4595,92713
R,46921,92715
B,57,92717
I,45241,92719
B,4601,92722
R,46979,92724
B,9,92726
I,45270,92728
B,4601,92730
R,46892,92733
B,19,92735
I,45219,92737
B,4604,92739
R,46912,92742
B,19,92744
I,45212,92746
B,4608,92748
R,46905,92751
B,16,92753
I,45292,92755
B,4582,92757
R,46841,92760
B,16,92762
I,45321,92764
B,4585,92766
R,46832,92769
B,19,92771
I,45270,92773
B,4582,92775
R,46950,92778
B,22,92780
I,45270,92782
B,4620,92784
R,46963,92787
B,12,92789
I,45257,92791
B,4592,92793
R,46924,92796
B,19,92798
I,45180,92800
B,4608,92803
R,46905,92805
B,12,92807
I,45251,92809
B,4502,92812
R,46905,92814
B,16,92816
I,45206,92818
B,4288,92821
R,46883,92823
B,19,92825
I,45212,92827
B,4595,92830
R,46892,92832
B,19,92834
I,45254,92836
B,4588,92839
R,46988,92841
B,12,92843
I,45289,92845
B,4624,92848
R,46899,92850
B,25,92852
I,45296,92854
B,4608,92857
R,46918,92859
B,19,92861
I,45443,92863
B,4547,92866
R,46924,92868
B,12,92870
I,45395,92872
B,4595,92875
R,46876,92877
B,16,92879
I,45312,92881
B,4604,92884
R,46972,92886
B,22,92888
I,45318,92890
B,4617,92893
R,46953,92895
B,16,92897
I,45305,92899
B,4592,92902
R,46963,92904
B,9,92906
I,45340,92908
B,4614,92910
R,47027,92913
B,16,92915
I,45324,92917
B,4604,92920
R,47033,92922
B,25,92924
I,45424,92926
B,4496,92929
R,47024,92931
B,16,92933
I,45404,92935
B,4313,92938
R,46985,92940
B,25,92942
I,45392,92944
B,4620,92947
R,46979,92949
B,12,92951
I,45440,92953
B,4604,92956
R,47084,92958
B,19,92960
I,45449,92962
B,4668,92965
R,47001,92967
B,16,92969
I,45449,92971
B,4601,92974
R,47024,92976
B,19,92978
I,45555,92980
B,4566,92983
R,47027,92985
B,16,92987
I,45561,92989
B,4614,92992
R,47020,92994
B,32,92996
I,45481,92998
B,4630,93001
R,47100,93003
B,22,93005
I,45504,93007
B,4608,93010
R,47088,93012
B,16,93014
I,45481,93016
B,4611,93019
R,47091,93021
B,16,93023
I,45516,93025
B,4630,93028
R,47132,93030
B,19,93032
I,45568,93034
B,4649,93037
R,47104,93039
B,22,93041
I,45571,93043
B,4636,93046
R,47024,93048
B,12,93050
I,45516,93052
B,4614,93055
R,47171,93057
B,16,93059
I,45590,93061
B,4620,93064
R,47084,93066
B,12,93068
I,45616,93070
B,4608,93073
R,47059,93075
B,38,93077
I,45590,93079
B,4656,93082
R,47043,93084
B,12,93086
I,45657,93088
B,4620,93091
R,47107,93093
B,22,93095
I,45584,93097
B,4624,93100
R,47158,93102
B,19,93104
I,45574,93106
B,4601,93109
R,47161,93111
B,16,93113
I,45616,93115
B,4614,93118
R,47116,93120
B,22,93122
I,45580,93124
B,4617,93127
R,47030,93129
B,19,93131
I,45475,93133
B,4640,93136
R,47014,93138
B,16,93141
I,45347,93142
B,4614,93145
R,46924,93147
B,38,93150
I,45168,93151
B,4608,93154
R,46844,93156
B,6,93159
