,TAG,Value,Time
1322,B,106,3101
1323,I,41916,3103
1324,B,263,3105
1325,R,37966,3108
1326,B,211,3110
1327,I,41888,3112
1328,B,171,3115
1329,R,37807,3117
1330,B,166,3120
1331,I,41949,3122
1332,B,476,3124
1333,R,37533,3127
1334,B,131,3129
1335,I,41882,3131
1336,B,169,3134
1337,R,37860,3136
1338,B,175,3138
1339,I,42006,3141
1340,B,363,3143
1341,R,37838,3145
1342,B,109,3148
1343,I,41788,3150
1344,B,235,3152
1345,R,37902,3155
1346,B,315,3157
1347,I,41585,3159
1348,B,222,3162
1349,R,37824,3164
1350,B,88,3166
1351,I,41940,3169
1352,B,245,3171
1353,R,37941,3173
1354,B,311,3176
1355,I,41882,3178
1356,B,199,3181
1357,R,37757,3183
1358,B,139,3185
1359,I,41919,3188
1360,B,377,3190
1361,R,37558,3192
1362,B,153,3195
1363,I,41933,3197
1364,B,177,3199
1365,R,37834,3202
1366,B,157,3204
1367,I,41954,3206
1368,B,462,3209
1369,R,37852,3211
1370,B,107,3213
1371,I,41813,3216
1372,B,213,3218
1373,R,37842,3220
1374,B,182,3223
1375,I,41662,3225
1376,B,284,3227
1377,R,37826,3230
1378,B,82,3232
1379,I,41850,3234
1380,B,257,3237
1381,R,37917,3239
1382,B,395,3241
1383,I,41518,3244
1384,B,194,3246
1385,R,37778,3249
1386,B,115,3251
1387,I,41896,3253
1388,B,277,3256
1389,R,37954,3258
1390,B,201,3260
1391,I,41910,3263
1392,B,181,3265
1393,R,37782,3267
1394,B,157,3270
1395,I,41930,3272
1396,B,508,3274
1397,R,37558,3277
1398,B,136,3279
1399,I,41861,3281
1400,B,182,3284
1401,R,37873,3286
1402,B,152,3288
1403,I,42020,3291
1404,B,364,3293
1405,R,37836,3295
1406,B,95,3298
1407,I,41793,3300
1408,B,274,3302
1409,R,37871,3305
1410,B,343,3307
1411,I,41554,3309
1412,B,241,3312
1413,R,37821,3314
1414,B,95,3317
1415,I,41938,3319
1416,B,251,3321
1417,R,37928,3324
1418,B,298,3326
1419,I,41908,3328
1420,B,184,3331
1421,R,37725,3333
1422,B,146,3335
1423,I,41981,3338
1424,B,413,3340
1425,R,37575,3342
1426,B,155,3345
1427,I,41820,3347
1428,B,187,3349
1429,R,37800,3352
1430,B,163,3354
1431,I,41961,3356
